index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
349,2001,1,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),7780
350,2001,1,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),80
351,2001,1,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),3840
352,2001,1,MS,Total Electric Power Industry,Coal (Short Tons),721432
353,2001,1,MS,Total Electric Power Industry,Petroleum (Barrels),1243507
354,2001,1,MS,Total Electric Power Industry,Natural Gas (Mcf),4147291
355,2001,1,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),721432
356,2001,1,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),1232227
357,2001,1,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3469901
358,2001,1,MS,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),82440
359,2001,1,MS,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),230
360,2001,1,MS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),4690
361,2001,1,MS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),11050
362,2001,1,MS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),590260
363,2001,1,MT,Total Electric Power Industry,Coal (Short Tons),986528
364,2001,1,MT,Total Electric Power Industry,Petroleum (Barrels),88535
365,2001,1,MT,Total Electric Power Industry,Natural Gas (Mcf),22540
366,2001,1,MT,"Electric Generators, Electric Utilities",Coal (Short Tons),22888
367,2001,1,MT,"Electric Generators, Electric Utilities",Petroleum (Barrels),485
368,2001,1,MT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),600
369,2001,1,MT,"Electric Generators, Independent Power Producers",Coal (Short Tons),963640
370,2001,1,MT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
371,2001,1,MT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),88050
372,2001,1,MT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1170
373,2001,1,MT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),20770
374,2001,1,NC,Total Electric Power Industry,Coal (Short Tons),2602572
375,2001,1,NC,Total Electric Power Industry,Petroleum (Barrels),237965
376,2001,1,NC,Total Electric Power Industry,Natural Gas (Mcf),208578
377,2001,1,NC,Total Electric Power Industry,Other Gases (Billion BTU),1
378,2001,1,NC,"Electric Generators, Electric Utilities",Coal (Short Tons),2427512
379,2001,1,NC,"Electric Generators, Electric Utilities",Petroleum (Barrels),172595
380,2001,1,NC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7358
381,2001,1,NC,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
382,2001,1,NC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),20
383,2001,1,NC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),162520
384,2001,1,NC,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),1
385,2001,1,NC,"Combined Heat and Power, Electric Power",Coal (Short Tons),117820
386,2001,1,NC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),20420
387,2001,1,NC,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),23520
388,2001,1,NC,"Combined Heat and Power, Commercial Power",Coal (Short Tons),4120
389,2001,1,NC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),590
390,2001,1,NC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),10
391,2001,1,NC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),53120
392,2001,1,NC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),44340
393,2001,1,NC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),15170
394,2001,1,ND,Total Electric Power Industry,Coal (Short Tons),2237857
395,2001,1,ND,Total Electric Power Industry,Petroleum (Barrels),8076
396,2001,1,ND,Total Electric Power Industry,Natural Gas (Mcf),1890
397,2001,1,ND,Total Electric Power Industry,Other Gases (Billion BTU),38
398,2001,1,ND,"Electric Generators, Electric Utilities",Coal (Short Tons),2218907
399,2001,1,ND,"Electric Generators, Electric Utilities",Petroleum (Barrels),4356
400,2001,1,ND,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
401,2001,1,ND,"Combined Heat and Power, Industrial Power",Coal (Short Tons),18950
402,2001,1,ND,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),3720
403,2001,1,ND,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1890
404,2001,1,ND,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),38
405,2001,1,NE,Total Electric Power Industry,Coal (Short Tons),1161247
406,2001,1,NE,Total Electric Power Industry,Petroleum (Barrels),7440
407,2001,1,NE,Total Electric Power Industry,Natural Gas (Mcf),62411
408,2001,1,NE,"Electric Generators, Electric Utilities",Coal (Short Tons),1159237
409,2001,1,NE,"Electric Generators, Electric Utilities",Petroleum (Barrels),6250
410,2001,1,NE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),59901
411,2001,1,NE,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1190
412,2001,1,NE,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
413,2001,1,NE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2010
414,2001,1,NE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),2510
415,2001,1,NH,Total Electric Power Industry,Coal (Short Tons),158114
416,2001,1,NH,Total Electric Power Industry,Petroleum (Barrels),20742
417,2001,1,NH,Total Electric Power Industry,Natural Gas (Mcf),78900
418,2001,1,NH,"Electric Generators, Electric Utilities",Coal (Short Tons),158114
419,2001,1,NH,"Electric Generators, Electric Utilities",Petroleum (Barrels),3362
420,2001,1,NH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),100
421,2001,1,NH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),730
422,2001,1,NH,"Combined Heat and Power, Electric Power",Petroleum (Barrels),10
423,2001,1,NH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),12940
424,2001,1,NH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),3700
425,2001,1,NH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),78800
426,2001,1,NJ,Total Electric Power Industry,Coal (Short Tons),513967
427,2001,1,NJ,Total Electric Power Industry,Petroleum (Barrels),523862
428,2001,1,NJ,Total Electric Power Industry,Natural Gas (Mcf),7015020
429,2001,1,NJ,Total Electric Power Industry,Other Gases (Billion BTU),613
430,2001,1,NJ,"Electric Generators, Electric Utilities",Coal (Short Tons),87517
431,2001,1,NJ,"Electric Generators, Electric Utilities",Petroleum (Barrels),23742
432,2001,1,NJ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),230
433,2001,1,NJ,"Electric Generators, Independent Power Producers",Coal (Short Tons),314040
434,2001,1,NJ,"Electric Generators, Independent Power Producers",Petroleum (Barrels),283510
435,2001,1,NJ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),65240
436,2001,1,NJ,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
437,2001,1,NJ,"Combined Heat and Power, Electric Power",Coal (Short Tons),112410
438,2001,1,NJ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),176160
439,2001,1,NJ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5254310
440,2001,1,NJ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1220
441,2001,1,NJ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),140380
442,2001,1,NJ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),39230
443,2001,1,NJ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1554860
444,2001,1,NJ,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),613
445,2001,1,NM,Total Electric Power Industry,Coal (Short Tons),1477808
446,2001,1,NM,Total Electric Power Industry,Petroleum (Barrels),25718
447,2001,1,NM,Total Electric Power Industry,Natural Gas (Mcf),2803433
448,2001,1,NM,"Electric Generators, Electric Utilities",Coal (Short Tons),1477808
449,2001,1,NM,"Electric Generators, Electric Utilities",Petroleum (Barrels),9678
450,2001,1,NM,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1566323
451,2001,1,NM,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
452,2001,1,NM,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),597270
453,2001,1,NM,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),259750
454,2001,1,NM,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),39090
455,2001,1,NM,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),16040
456,2001,1,NM,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),341000
457,2001,1,NV,Total Electric Power Industry,Coal (Short Tons),657751
458,2001,1,NV,Total Electric Power Industry,Petroleum (Barrels),238839
459,2001,1,NV,Total Electric Power Industry,Natural Gas (Mcf),10310169
460,2001,1,NV,"Electric Generators, Electric Utilities",Coal (Short Tons),657751
461,2001,1,NV,"Electric Generators, Electric Utilities",Petroleum (Barrels),238839
462,2001,1,NV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7338269
463,2001,1,NV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
464,2001,1,NV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1355730
465,2001,1,NV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1616170
466,2001,1,NY,Total Electric Power Industry,Coal (Short Tons),982238
467,2001,1,NY,Total Electric Power Industry,Petroleum (Barrels),4845871
468,2001,1,NY,Total Electric Power Industry,Natural Gas (Mcf),15189540
469,2001,1,NY,Total Electric Power Industry,Other Gases (Billion BTU),61
470,2001,1,NY,"Electric Generators, Electric Utilities",Coal (Short Tons),157068
471,2001,1,NY,"Electric Generators, Electric Utilities",Petroleum (Barrels),2781951
472,2001,1,NY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2426780
473,2001,1,NY,"Electric Generators, Independent Power Producers",Coal (Short Tons),746880
474,2001,1,NY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1946760
475,2001,1,NY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1025540
476,2001,1,NY,"Combined Heat and Power, Electric Power",Coal (Short Tons),51960
477,2001,1,NY,"Combined Heat and Power, Electric Power",Petroleum (Barrels),49750
478,2001,1,NY,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),11146060
479,2001,1,NY,"Combined Heat and Power, Commercial Power",Coal (Short Tons),880
480,2001,1,NY,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),14750
481,2001,1,NY,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),162340
482,2001,1,NY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),25450
483,2001,1,NY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),52660
484,2001,1,NY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),428820
485,2001,1,NY,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),61
486,2001,1,OH,Total Electric Power Industry,Coal (Short Tons),4954707
487,2001,1,OH,Total Electric Power Industry,Petroleum (Barrels),105092
488,2001,1,OH,Total Electric Power Industry,Natural Gas (Mcf),393607
489,2001,1,OH,Total Electric Power Industry,Other Gases (Billion BTU),281
490,2001,1,OH,"Electric Generators, Electric Utilities",Coal (Short Tons),4771937
491,2001,1,OH,"Electric Generators, Electric Utilities",Petroleum (Barrels),101012
492,2001,1,OH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),83687
493,2001,1,OH,"Electric Generators, Independent Power Producers",Coal (Short Tons),157860
494,2001,1,OH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2200
495,2001,1,OH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),67550
496,2001,1,OH,"Combined Heat and Power, Electric Power",Coal (Short Tons),1500
497,2001,1,OH,"Combined Heat and Power, Electric Power",Petroleum (Barrels),130
498,2001,1,OH,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),72920
499,2001,1,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),136
500,2001,1,OH,"Combined Heat and Power, Commercial Power",Coal (Short Tons),200
501,2001,1,OH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),540
502,2001,1,OH,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),13820
503,2001,1,OH,"Combined Heat and Power, Industrial Power",Coal (Short Tons),23210
504,2001,1,OH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1210
505,2001,1,OH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),155630
506,2001,1,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),145
507,2001,1,OK,Total Electric Power Industry,Coal (Short Tons),1884803
508,2001,1,OK,Total Electric Power Industry,Petroleum (Barrels),236870
509,2001,1,OK,Total Electric Power Industry,Natural Gas (Mcf),9844619
510,2001,1,OK,Total Electric Power Industry,Other Gases (Billion BTU),157
511,2001,1,OK,"Electric Generators, Electric Utilities",Coal (Short Tons),1762663
512,2001,1,OK,"Electric Generators, Electric Utilities",Petroleum (Barrels),233530
513,2001,1,OK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8774319
514,2001,1,OK,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
515,2001,1,OK,"Combined Heat and Power, Electric Power",Coal (Short Tons),88600
516,2001,1,OK,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),611450
517,2001,1,OK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),170
518,2001,1,OK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),22100
519,2001,1,OK,"Combined Heat and Power, Industrial Power",Coal (Short Tons),33540
520,2001,1,OK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),3170
521,2001,1,OK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),436750
522,2001,1,OK,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),157
523,2001,1,OR,Total Electric Power Industry,Coal (Short Tons),218077
524,2001,1,OR,Total Electric Power Industry,Petroleum (Barrels),110456
525,2001,1,OR,Total Electric Power Industry,Natural Gas (Mcf),6575446
526,2001,1,OR,"Electric Generators, Electric Utilities",Coal (Short Tons),217507
527,2001,1,OR,"Electric Generators, Electric Utilities",Petroleum (Barrels),102446
528,2001,1,OR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3538976
529,2001,1,OR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4950
530,2001,1,OR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2412250
531,2001,1,OR,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
532,2001,1,OR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),12560
533,2001,1,OR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),570
534,2001,1,OR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),8010
535,2001,1,OR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),606710
536,2001,1,PA,Total Electric Power Industry,Coal (Short Tons),4699883
537,2001,1,PA,Total Electric Power Industry,Petroleum (Barrels),1005652
538,2001,1,PA,Total Electric Power Industry,Natural Gas (Mcf),1071130
539,2001,1,PA,Total Electric Power Industry,Other Gases (Billion BTU),565
540,2001,1,PA,"Electric Generators, Electric Utilities",Coal (Short Tons),525673
541,2001,1,PA,"Electric Generators, Electric Utilities",Petroleum (Barrels),1342
542,2001,1,PA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),970
543,2001,1,PA,"Electric Generators, Independent Power Producers",Coal (Short Tons),3768590
544,2001,1,PA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),943710
545,2001,1,PA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),103680
546,2001,1,PA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),2
547,2001,1,PA,"Combined Heat and Power, Electric Power",Coal (Short Tons),347950
548,2001,1,PA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),11760
549,2001,1,PA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),197610
550,2001,1,PA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),380
551,2001,1,PA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1280
552,2001,1,PA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),186080
553,2001,1,PA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),57290
554,2001,1,PA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),47560
555,2001,1,PA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),582790
556,2001,1,PA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),563
557,2001,1,RI,Total Electric Power Industry,Petroleum (Barrels),44100
558,2001,1,RI,Total Electric Power Industry,Natural Gas (Mcf),3406620
559,2001,1,RI,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
560,2001,1,RI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
561,2001,1,RI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3056040
